uniqueName,superclasses,subclasses,description
REPORT,DOCUMENT,"MATERIAL TRACEABILITY REPORT, HEAT TREATMENT RECORDS, PRESSURE TEST REPORT, MATERIAL STOCK REPORT, STRESS REPORT, EQUIPMENT CRITICALITY RATING REPORT, REVIEW REPORT, PROGRESS REPORT, general report, OPPORTUNITY FRAMING REPORT, MINUTES OF MEETING, COMPANY INTERNAL REPORT, METOCEAN SURVEY REPORT, VIBRATION REPORT, ESTIMATE, INCIDENT REPORT, CLOSEOUT REPORT, NON CONFORMANCE REPORT, WEIGHT REPORT, QUALITY REPORT, ICE SURVEY REPORT, CONSUMPTION DATA, ACCIDENT REPORT, HYDROCARBON SHOWS RESULT, ENGINEERING DESIGN, CONSTRUCTION, AND OPERATION CHANGES, LOG, CORROSION INHIBITION SELECTION REPORT, INSPECTION REPORT, CATHODIC PROTECTION DESIGN REPORT, EXPEDITING REPORT, DESIGN BASIS, SITE SURVEY / SOIL INVESTIGATION REPORT, BASKET MOVEMENT REPORT, ENVIRONMENTAL MANAGEMENT SYSTEM DESCRIPTION, CATHODIC PROTECTION TEST REPORT, ANALYSIS REPORT, ENVIRONMENT REPORT, LESSONS LEARNED REPORT, TENDER EVALUATION, ASSESSMENT REPORT, HEALTH CHECK REPORT, ACTIVE FIRE PROTECTION SYSTEM DATA REPORT, REGULATORY COMPLIANCE REPORT, BASIS OF ESTIMATE, IDENTIFICATION OF SAFETY CRITICAL ELEMENTS REPORT, COST REPORT, WELL REPORT, DAILY ESTIMATED LOSS OF PRODUCTION VOLUME, CORRECTIVE ACTION REPORT, ENVIRONMENTAL LAW COMPLIANCE REPORT, MATERIAL SELECTION REPORT, DEMONSTRATION NOTE ON COMPLIANCE, PRE-QUALIFICATION EVALUATION, STUDY REPORT, HAZARD IDENTIFICATION REPORT, SAFETY COMPLIANCE REPORT, DAILY TOTAL PRODUCT EXPORT VOLUME TO STOCK TANK, STATUS REPORT","A &lt;REPORT&gt; is an &lt;InformationObject&gt; and an official &lt;DOCUMENT&gt; on a particular subject, often made by a group of people after studying a problem or situation carefully"
general report,"general document, REPORT",,"a written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation"
ESTIMATE,REPORT,,"An &lt;ESTIMATE&gt; is a &lt;REPORT&gt; about a judgement based calculation showing a summation of cost/schedule taking into consider probabilities to develop a projected performance and should document rationale, approach, inputs, etc"
COMPANY INTERNAL REPORT,REPORT,,A &lt;COMPANY INTERNAL REPORT&gt; is a &lt;REPORT&gt; intended for distribution within the company or organisation
DAILY ESTIMATED LOSS OF PRODUCTION VOLUME,REPORT,,A &lt;DAILY ESTIMATED LOSS OF PRODUCTION VOLUME&gt; is an &lt;InformationObject&gt; and a &lt;REPORT&gt; about a volume that is the daily (24 hours) estimated loss of hydrocabon production
BASKET MOVEMENT REPORT,REPORT,,A &lt;BASKET MOVEMENT REPORT&gt; is a &lt;REPORT&gt; that is an &lt;InformationObject&gt; and a report of any basket movement to and from a petroleum insatallation
DAILY TOTAL PRODUCT EXPORT VOLUME TO STOCK TANK,REPORT,,A &lt;DAILY TOTAL PRODUCT EXPORT VOLUME TO STOCK TANK&gt; is an &lt;InformationObject&gt; and a &lt;REPORT&gt; about the total daily (24 hour) volume of a product exported to all stock tanks at a given date
HYDROCARBON SHOWS RESULT,REPORT,,A &lt;HYDROCARBON SHOWS RESULT&gt; is a &lt;REPORT&gt; about a test result that indicates whether hydrocarbons are observed or not in a hydrocarbon shows testing
LOG,REPORT,,A &lt;LOG&gt; is a &lt;REPORT&gt; recording activities or important events over time
STRESS REPORT,REPORT,,A &lt;STRESS REPORT&gt; is a &lt;REPORT&gt; that provides the results of &lt;ANALYSING STRESS&gt;
DEMONSTRATION NOTE ON COMPLIANCE,REPORT,,A &lt;DEMONSTRATION NOTE ON COMPLIANCE&gt; is a &lt;REPORT&gt; that demonstrates that the design meets the Process Safety Basic Requirements with evidences and references to documents
REGULATORY COMPLIANCE REPORT,REPORT,,A &lt;REGULATORY COMPLIANCE REPORT&gt; is a &lt;REPORT&gt; that demonstrates compliance with local regulations and laws
EXPEDITING REPORT,REPORT,,"An &lt;EXPEDITING REPORT&gt; is a &lt;REPORT&gt; of all open purchase orders containing items scheduled to be received as of a given date, but not yet received"
LESSONS LEARNED REPORT,REPORT,,A &lt;LESSONS LEARNED REPORT&gt; is a &lt;REPORT&gt; that documents lessons gained from the execution of the project
OPPORTUNITY FRAMING REPORT,REPORT,,"An &lt;OPPORTUNITY FRAMING REPORT&gt; is a &lt;REPORT&gt; collecting documents like workshop reports, minitues of meeting, whitepapers, studies, brainstorm session etc"
ACCIDENT REPORT,REPORT,,"An &lt;ACCIDENT REPORT&gt; is a &lt;REPORT&gt; of all accidents occurring during the projects, including on-site, in contractors offices, etc"
ACTIVE FIRE PROTECTION SYSTEM DATA REPORT,REPORT,,"An &lt;ACTIVE FIRE PROTECTION SYSTEM DATA REPORT&gt; is a &lt;REPORT&gt; with design data and information that forms the basis of the performance specification for the active fire fighting systems (manual, foam, monitor, deluge/sprinkler systems etc.)"
BASIS OF ESTIMATE,REPORT,,A &lt;BASIS OF ESTIMATE&gt; is a &lt;REPORT&gt; that provides all information that is required to prepare a &lt;COST ESTIMATE&gt;
CATHODIC PROTECTION DESIGN REPORT,REPORT,,"A &lt;CATHODIC PROTECTION DESIGN REPORT&gt; is a &lt;REPORT&gt; that may include design assumptions, constraints, calculations and tables to describe the design of a &lt;CATHODIC PROTECTION SYSTEM&gt;"
CATHODIC PROTECTION TEST REPORT,REPORT,,A &lt;CATHODIC PROTECTION TEST REPORT&gt; is a &lt;REPORT&gt; that gives test results of a &lt;CATHODIC PROTECTION SYSTEM&gt;
CLOSEOUT REPORT,REPORT,,"A &lt;CLOSEOUT REPORT&gt; is a &lt;REPORT&gt; that provides an overview what has been done, what has been delivered and an overview of actions left or still in progress"
CORRECTIVE ACTION REPORT,REPORT,,A &lt;CORRECTIVE ACTION REPORT&gt; is a &lt;REPORT&gt; that details of actions to be taken to remedy a finding from an audit or Quality Assessment
CORROSION INHIBITION SELECTION REPORT,REPORT,,A &lt;CORROSION INHIBITION SELECTION REPORT&gt; is a &lt;REPORT&gt; that gives the results of implementing the corrosion inhibition testing plan
COST REPORT,REPORT,,"A &lt;COST REPORT&gt; is a &lt;REPORT&gt; that is used to inform a client (or other party) about the magnitude of a construction project&amp;#39;s predicted, or actual cost. It provides an up-to-date record of commitments and expenditure within budgets so that unexpected over/under run costs do not result, ensuring that all transactions are properly recorded and authorised and, where appropriate, decisions are justified"
ENVIRONMENTAL LAW COMPLIANCE REPORT,REPORT,,An &lt;ENVIRONMENTAL LAW COMPLIANCE REPORT&gt; is a &lt;REPORT&gt; demonstrating compliance with relevant environmental law
ENVIRONMENTAL MANAGEMENT SYSTEM DESCRIPTION,REPORT,,An &lt;ENVIRONMENTAL MANAGEMENT SYSTEM DESCRIPTION&gt; is a &lt;REPORT&gt; that includes a brief description of Vendor&amp;#39;s documented Environmental Management System showing how the system is structured and reference to the standard on which it is based (e.g. ISO 14001 or similar)
EQUIPMENT CRITICALITY RATING REPORT,REPORT,,"An &lt;EQUIPMENT CRITICALITY RATING REPORT&gt; is a &lt;REPORT&gt; that shows criticality rating of equipment, sparing, maintenance testing and inspection requirements, spare parts requirements etc"
HAZARD IDENTIFICATION REPORT,REPORT,,"A &lt;HAZARD IDENTIFICATION REPORT&gt; is a &lt;REPORT&gt; that identifies hazards following the Project Safety Review exercises, amd usually including action lists, follow up, and close out action descriptions and acceptance"
HEALTH CHECK REPORT,REPORT,,A &lt;HEALTH CHECK REPORT&gt; is a &lt;REPORT&gt; that provides a focussed assessment by independent reviewers to bodies outside of the project team regarding the adequacy of a particular deliverable or process
ICE SURVEY REPORT,REPORT,,"An &lt;ICE SURVEY REPORT&gt; is a &lt;REPORT&gt; describing how, when and where ice data has been collected"
IDENTIFICATION OF SAFETY CRITICAL ELEMENTS REPORT,REPORT,,An &lt;IDENTIFICATION OF SAFETY CRITICAL ELEMENTS REPORT&gt; is a &lt;REPORT&gt; that lists all safety critical elements (SCE)
INCIDENT REPORT,REPORT,,"An &lt;INCIDENT REPORT&gt; is a &lt;REPORT&gt; that registers a Health, Safety, Environment incident"
MATERIAL SELECTION REPORT,REPORT,,"A &lt;MATERIAL SELECTION REPORT&gt; is a &lt;REPORT&gt; that includes main threats, materials requirements, pre-selection, detailed selection with cost-benefit analysis and the operating envelope of the final material choice"
MATERIAL TRACEABILITY REPORT,REPORT,,"A &lt;MATERIAL TRACEABILITY REPORT&gt; is a &lt;REPORT&gt; that provides cross referencing between materials with a material certificate and the actual location of those materials. Where applicable, material placement drawings shall be verified by the Principal and/or third party inspection authority"
METOCEAN SURVEY REPORT,REPORT,,"A &lt;METOCEAN SURVEY REPORT&gt; is a &lt;REPORT&gt; describing how, when and where metocean data has been collected"
MINUTES OF MEETING,REPORT,,A &lt;MINUTES OF MEETING&gt; is a &lt;REPORT&gt; that are the detailed notes that serve as an official written record of a meeting
NON CONFORMANCE REPORT,REPORT,,"A &lt;NON CONFORMANCE REPORT&gt; is a &lt;REPORT&gt; that describes a condition of any product or component in which one or more characteristics do not conform to requirements. Includes failures, deficiencies, defects and malfunctions"
PRE-QUALIFICATION EVALUATION,REPORT,,A &lt;PRE-QUALIFICATION EVALUATION&gt; is a &lt;REPORT&gt; that provides the results of a technical and/or commercial evaluation of a pre-qualification to tender
PRESSURE TEST REPORT,REPORT,,"A &lt;PRESSURE TEST REPORT&gt; is a &lt;REPORT&gt; that provides the results of a hydrostatic, pneumatic, or leak test examinations"
QUALITY REPORT,REPORT,,"A &lt;QUALITY REPORT&gt; is a &lt;REPORT&gt; that provides a summary of any investigation, or review identifying quality impovement and learning opportunities"
TENDER EVALUATION,REPORT,,A &lt;TENDER EVALUATION&gt; is a &lt;REPORT&gt; that provides the findings of a technical and/or commercial evaluation of tender
VIBRATION REPORT,REPORT,,A &lt;VIBRATION REPORT&gt; is a &lt;REPORT&gt; that provides details about vibration performance including mechanical and electrical run out for displacement measuring systems during mechanical and performance testing of machinery
WEIGHT REPORT,REPORT,,"A &lt;WEIGHT REPORT&gt; is a &lt;REPORT&gt; that shows weight and center of gravity of equipment. If large items are to be handled for equipment installation or maintenance, then the weight and center of gravity of these individual parts should be shown. Final weighing certificate shall accompany goods during shipment and delivery"
ANALYSIS REPORT,REPORT,,An &lt;ANALYSIS REPORT&gt; is a &lt;REPORT&gt; which records assumptions and method determining objective analysis of a set of data.
ASSESSMENT REPORT,REPORT,,"An &lt;ASSESSMENT REPORT&gt; is a &lt;REPORT&gt; which details the results of a systematic collection, review, and use of information from multiple and diverse sources as a systematic basis for making inferences about a subject"
INSPECTION REPORT,REPORT,,"A &lt;INSPECTION REPORT&gt; is a &lt;REPORT&gt; documenting status and observations relating to an asset/object.  Can include paint, insulation, thickness measurement, destructive weld testing, NDE, preservation, cathodic protection tests, etc. Excludes pressure tests"
HEAT TREATMENT RECORDS,REPORT,,A &lt;HEAT TREATMENT RECORDS&gt; is a &lt;REPORT&gt; documenting method and results of heat treatment. Typically includes pyrometric charts or certificates confirming the heat treatment cycles have been conducted to Purchaser&#39;s requirements
REVIEW REPORT,REPORT,,A &lt;REVIEW REPORT&gt; is a &lt;REPORT&gt;  documenting results of a review.
WELL REPORT,REPORT,,A &lt;WELL REPORT&gt; is a &lt;REPORT&gt;&gt; about the status of a &lt;WELL&gt;
DESIGN BASIS,REPORT,,A &lt;DESIGN BASIS&gt; is a &lt;REPORT&gt; provided by the Plant Owner or developed by the AEC contractor who establishes or defines the information/data on which Plant engineering is to be based
MATERIAL STOCK REPORT,REPORT,,"A &lt;MATERIAL STOCK REPORT&gt; is a &lt;REPORT&gt; about stock levels, purchase requests, check stock against equipment and materials requirements for maintenance and inspection. Information about utility material consumption (seawater, diesel fuel, heating medium)"
SAFETY COMPLIANCE REPORT,REPORT,,A &lt;SAFETY COMPLIANCE REPORT&gt; is a &lt;REPORT&gt; documenting analyses and evaluations of a plant with respect to safety considerations
STATUS REPORT,REPORT,,A &lt;STATUS REPORT&gt; is a &lt;REPORT&gt; about the current state of an activity or set of activities
"ENGINEERING DESIGN, CONSTRUCTION, AND OPERATION CHANGES",REPORT,,"An &lt;ENGINEERING DESIGN, CONSTRUCTION, AND OPERATION CHANGES&gt; is a &lt;REPORT&gt; about changes to the design of the plant arising from errors, omissions, new requirements, or other reasons during plant design, construction, or operation"
SITE SURVEY / SOIL INVESTIGATION REPORT,REPORT,,A &lt;SITE SURVEY / SOIL INVESTIGATION REPORT&gt; is a &lt;REPORT&gt; about a site survey and investigation of the soil for load bearing and other properties
PROGRESS REPORT,REPORT,,A &lt;PROGRESS REPORT&gt; is a &lt;REPORT&gt; containing information concerning the progress of an activity
CONSUMPTION DATA,REPORT,,"A &lt;CONSUMPTION DATA&gt; is a &lt;REPORT&gt; stating the normal and maximum (possible, guaranteed and expected) consumption of the equipment or unit. The following data may apply: electric power (current, voltage, frequency), other power sources (oil, gas, hydraulic fluid..), cooling/heating medium, other types"
ENVIRONMENT REPORT,REPORT,,An &lt;ENVIRONMENT REPORT&gt; is a &lt;REPORT&gt; that represents the different discharged quantities of matter or liquid or emission to atmosphere from an oil installation
REQUEST RECORD,DOCUMENT,"TECHNICAL DEVIATION REQUEST, general request, REQUEST FOR ACTION, WAIVER REQUEST",A &lt;REQUEST RECORD&gt; is an &lt;InformationObject&gt; and a &lt;DOCUMENT&gt; with a formal message requesting something
general request,"general document, REQUEST RECORD",,a formal contractual correspondence communicating a need for action associated with an assigned scope of work. NOT GENERIC ENOUGH
TECHNICAL DEVIATION REQUEST,REQUEST RECORD,,"A &lt;TECHNICAL DEVIATION REQUEST&gt; is a &lt;REQUEST RECORD&gt; for one or more changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective"
WAIVER REQUEST,REQUEST RECORD,,"A &lt;WAIVER REQUEST&gt; is a &lt;REQUEST RECORD&gt; for the relaxation of an element of the particular regulatory Code, Standard, Rule or Regulation where such element conflicts with the International Code or Standard proposed for the facilities"
REQUEST FOR ACTION,REQUEST RECORD,,A &lt;REQUEST FOR ACTION&gt; is an &lt;REQUEST RECORD&gt; communicating a need for action associated with an assigned scope of work.
REQUISITION,DOCUMENT,"MATERIALS REQUISITION, requisition","A &lt;REQUISITION&gt; is an &lt;InformationObject&gt; and a &lt;DOCUMENT&gt; with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier"
requisition,"general document, REQUISITION",,"a request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier"
MATERIALS REQUISITION,REQUISITION,,"A &lt;MATERIALS REQUISITION&gt; is a &lt;REQUISITION&gt; containing a description and quantity of materials to be procured, excluding cost information"
SCOPE OF WORK,DOCUMENT,scope of work,"A &lt;SCOPE OF WORK&gt; is an &lt;InformationObject&gt; and a &lt;DOCUMENT&gt; that gives the definition of the work to be performed under a contract in the completion of a project, typically broken out into specific tasks with deadlines"
scope of work,"SCOPE OF WORK, general document",,a document defining of work to be performed as part of a contract
SPECIFICATION,DOCUMENT,"HEAT AND MATERIAL BALANCE, CORROSION INSPECTION SPECIFICATION, PIPELINE END SEAL SPECIFICATION, CONTROL SYSTEM FUNCTIONAL SPECIFICATION, VALVE TRIM SPECIFICATION, CATHODIC PROTECTION SYSTEM SPECIFICATION, DOCUMENT TYPE REQUIREMENT SPECIFICATION, SYSTEM SPECIFICATION, INTERFACE SPECIFICATION, RELIEF AND BLOWDOWN SPECIFICATION, PAINTING SYSTEM SPECIFICATION, YIELD STRESS SPECIFICATION, FABRICATION SPECIFICATION, MATERIAL SPECIFICATION, PROJECT SPECIFICATION, PACKAGE SPECIFICATION, CONSTRUCTION DESIGN SPECIFICATION, PIPELINE SEVERITY CODE SPECIFICATION, CERTIFICATION SPECIFICATION, DRAFTING SPECIFICATION, ANODE SPECIFICATION, NOISE SPECIFICATION APPLICABLE TO ENVIRONMENT, DEXPI SPECIFICATION, TREATMENT REQUIREMENT SPECIFICATION, GENERAL SPECIFICATION, TECHNICAL SPECIFICATION, FIELD BEND SPECIFICATION, METAL LOSS CLUSTER SPECIFICATION, DEXPI SPECIFICATION V1.2, APPLICABLE SPECIFICATION FOR CENTRIFUGAL COMPRESSOR SERVICE, EQUIPMENT INSPECTION SPECIFICATION, HYDROSTATIC TEST SPECIFICATION, NOISE SPECIFICATION APPLICABLE TO MACHINE, DESIGN SPECIFICATION, REQUIREMENT SPECIFICATION, EQUIPMENT SPECIFICATION, METAL LOSS GEOMETRIC SPECIFICATION, PROCEDURAL SPECIFICATION, general specification, WELDING PROCEDURE SPECIFICATION, PERFORMANCE STANDARD FOR SAFETY CRITICAL ELEMENT, WELDING AND WELD INSPECTION SPECIFICATION, TOLERANCE SIZING METHOD, PIPE SPECIFICATION, INSULATION AND HEAT TRACING SPECIFICATION, INSPECTION AND TESTING REQUIREMENTS SPECIFICATION, PIPE BEND SPECIFICATION, COATING SPECIFICATION, INSULATION REQUIREMENT, STANDARD SPECIFICATION",A &lt;SPECIFICATION&gt; is an &lt;InformationObject&gt; and a &lt;DOCUMENT&gt; with the purpose of &lt;DEFINING&gt; one or more aspects of one or more physical objects or activities
general specification,"general document, SPECIFICATION",,a document formally establishing the mandatory limits or parameters which are to be met. Not to be used if a more specific document type can be used. Can be used for singular/specialty deliverables which do not have a unique document type
STANDARD SPECIFICATION,SPECIFICATION,,A &lt;STANDARD SPECIFICATION&gt; is a &lt;SPECIFICATION&gt; that specifies one or more generally applicable aspects for materials or activities
INSULATION REQUIREMENT,SPECIFICATION,,An &lt;INSULATION REQUIREMENT&gt; is a &lt;SPECIFICATION&gt; about whether insulation is required and about the type of insulation material or process
