UniqueName,SuperClass,TextDefinition
DISTANCE PIECE COVER,"ARTEFACT, COVER",A <DISTANCE PIECE COVER> is an <ARTEFACT> and a <COVER> that is mounted at side of the distance piece to allow access for maintenance
DISTANCE PIECE LIQUID COLLECTION POT,"ARTEFACT, COLLECTOR, CONTAINER",A <DISTANCE PIECE LIQUID COLLECTION POT> is an <ARTEFACT> and a <COLLECTOR> and a <CONTAINER> that is intended for use to collect leakage liquid from the outboard distance piece
DISTANCE PIECE PARTITION COVER,"ARTEFACT, COVER",A <DISTANCE PIECE PARTITION COVER> is an <ARTEFACT> and a <COVER> that is located between the inboard and the outboard distance piece and contains the intermediate partition packing
DISTANCE PIECE SEAL ASSEMBLY,"ARTEFACT, SEAL","A <DISTANCE PIECE SEAL ASSEMBLY> is an <ARTEFACT> and a <SEAL> that consists of 2 sets of springloaded seal rings as per OEM assembly drawing, located between inboard and outboard distance piece"
DISTANCE RING,"ARTEFACT, MECHANICAL SEPARATOR",A <DISTANCE RING> is an <ARTEFACT> and <MECHANICAL SEPARATOR> that is used to keep machine parts separated
DISTANCE SLEEVE,SLEEVE,A <DISTANCE SLEEVE> is an <SLEEVE> that centralizes shaft and compensates length deviations of the shaft due to temperature changes
DISTILLATE PUMP,PUMP,A <DISTILLATE PUMP> is  a <PUMP> that is specifically designed for <PUMPING> <DISTILLATE>
DOUBLE ACTING PUMP,RECIPROCATING PUMP,"A <DOUBLE ACTING PUMP> is a <RECIPROCATING PUMP> that as it fills one end of the liquid cylinder, is discharging liquid from the other end of the cylinder. On the return stroke, the end of the cylinder just emtied is filled, and the end just filled is emptied."
DOUBLE AXIS SWIVEL JOINT,"ARTEFACT, SWIVEL JOINT",A <DOUBLE AXIS SWIVEL JOINT> is an <ARTEFACT> and a <SWIVEL JOINT> which allows two axis of rotation
DOUBLE CASING,PUMP CASING,A <DOUBLE CASING> is a <PUMP CASING> that consists of an axially split inner casing and a radially split outer casing. The suction and discharge nozzles form an integral part of the outer casing.
DOUBLE CHANNEL IMPELLER PUMP,"ARTEFACT, PUMP",A <DOUBLE CHANNEL IMPELLER PUMP> is an <ARTEFACT> and a <PUMP> with a double-channel impeller to avoid blockage and clogging
DOUBLE DIAPHRAGM PUMP,CONTROLLED VOLUME DIAPHRAGM PUMP,A <DOUBLE DIAPHRAGM PUMP> is a <CONTROLLED VOLUME DIAPHRAGM PUMP> that contains two diaphragms per head
DOUBLE DRY GAS SEAL,DRY GAS SEAL,A <DOUBLE DRY GAS SEAL> is a <DRY GAS SEAL> that has two seal faces back to back
DOUBLE ENGAGEMENT COUPLING,FLEXIBLE COUPLING,"A <DOUBLE ENGAGEMENT COUPLING> is a <FLEXIBLE COUPLING> with two planes of flexure. <NOTE>; This arrangement enables couplings of certain types, notably gear and metallic flexible element types, which cannot normally accommodate parallel (or lateral) offset, to do so."
DOUBLE ENTRY PUMP,"ARTEFACT, PUMP","A <DOUBLE ENTRY PUMP> is an <ARTEFACT> and a <PUMP> with a double suction, with two impellers positioned back-to-back,used to reduce the axial thrust and the NPSHr value"
DOUBLE HELICAL GEARBOX,HELICAL GEARBOX,A <DOUBLE HELICAL GEARBOX> is a <HELICAL GEARBOX> utilizing gear-wheels with two rows of opposed helical teeth separated by a groove
DOUBLE HELICAL MIXER IMPELLER,HELICAL MIXER IMPELLER,A <DOUBLE HELICAL MIXER IMPELLER> is a <HELICAL MIXER IMPELLER> that is provided with both a single spiral-shaped blade and an inner flight of similar blade shape.
DOUBLE IMPELLER,"ARTEFACT, IMPELLER","A <DOUBLE IMPELLER> is an <ARTEFACT> and an <IMPELLER> that is a double-suction impeller that is a more balanced design than a single-suction impeller because the two sides of the impeller balance the axial thrust loads being placed on the impeller, shaft, and bearings"
DOUBLE MECHANICAL SEAL,MECHANICAL SEAL,A <DOUBLE MECHANICAL SEAL> is a <MECHANICAL SEAL> that is a seal arrangement in which two mechanical seals are mounted back-to-back or face-to-face in order to retain a buffer fluid in between.
DOUBLE ROW ANGULAR CONTACT BEARING,ANGULAR CONTACT BALL BEARING,A <DOUBLE ROW ANGULAR CONTACT BEARING> is an <ANGULAR CONTACT BALL BEARING> provided with two rows bearing balls and destined to accommodate for thrust loads in both directions.
DOUBLE ROW BEARING,ROLLING ELEMENT BEARING,A <DOUBLE ROW BEARING> is a <ROLLING ELEMENT BEARING> that contains two rows of rolling elements.
DOUBLE SPIRAL,MIXER IMPELLER,A <DOUBLE SPIRAL> is a <MIXER IMPELLER> that contains a helical inner and a helical outer flight intended to mix highly viscous materials.
DOUBLE SUCTION PUMP IMPELLER,PUMP IMPELLER,A <DOUBLE SUCTION PUMP IMPELLER> is a <PUMP IMPELLER> where the liquid is intended to enter the two suction inlet eyes from both sides.
DOUBLE TYPE PUMP CASING,PUMP CASING,A <DOUBLE TYPE PUMP CASING> is a <PUMP CASING> where a multistage centrifugal pump is designed with an axially split inner casing and a radially split outer casing. The suction and discharge nozzles form an integral part of the outer casing
DOUBLE VOLUTE,VOLUTE,A <DOUBLE VOLUTE> is a <VOLUTE> with a guiding vane.
DOUBLE VOLUTE PUMP,VOLUTE PUMP,"A <DOUBLE VOLUTE PUMP> is a <VOLUTE PUMP> with a double volute casing, where the flow is divided into two equal streams with two cut-waters set 180 degrees apart."
DOUBLE VOLUTE TYPE CASING,VOLUTE TYPE CASING,"A <DOUBLE VOLUTE TYPE CASING> is a <VOLUTE TYPE CASING> where the oulet channel has a double-volute wall, intended to reduce the radial reaction forces acting on the impeller, especially during operation of the pump at reduced capacity."
DRAFT TUBE CIRCULATOR,"ARTEFACT, FLUID CONDUCTOR",A <DRAFT TUBE CIRCULATOR> is an <ARTEFACT> and a <FLUID CONDUCTOR> that is vertically installed around a mixer impeller and typically used in case of slurry agitation inside deep tanks
DRAIN CONNECTION POINT,"DRAIN PORT, FLUID CONNECTION POINT",A <DRAIN CONNECTION POINT> is a <FLUID CONNECTION POINT> and a <DRAIN PORT> that allows for <CONNECTING> a <FLUID CONDUCTOR> for any drained <FLUID>
DRAIN PORT,LIQUID OUTLET PORT,A <DRAIN PORT> is a <LIQUID OUTLET PORT> that allows liquid to drain from a container under gravity
DRAINAGE PUMP,PUMP,A <DRAINAGE PUMP> is a <PUMP> that is specifically designed for <DRAINING> a space
DRAWN FLUID PUMP,"ARTEFACT, PUMP",A <DRAWN FLUID PUMP> is an <ARTEFACT> and a <PUMP> intended to transport liquids applying the principle of viscous friction
DREDGING PUMP,"ARTEFACT, PUMP",A <DREDGING PUMP> is an <ARTEFACT> and a <PUMP> that is designed for <DREDGING>
DRILLING MODULE STRUCTURE,MODULE STRUCTURE,A <DRILLING MODULE STRUCTURE> is a <MODULE STRUCTURE> for a drilling module.
DRILLING STANDPIPE,CONDUIT(tube),"A <DRILLING STANDPIPE> is a <CONDUIT(tube)> OF rigid metal, that provides the high-pressure pathway for drilling mud to travel approximately one-third of the way up the derrick, where it connects to a <KELLY HOSE>"
DRIP PAN,"ARTEFACT, PAN",A <DRIP PAN> is an <ARTEFACT> and a <PAN> that serves to collect and lead waste liquids by gravity to a drain connection
DRIP PLATE,PLATE,A <DRIP PLATE> is a <PLATE> that serves to collect and lead waste liquids by gravity to a drain connection
DRIP RIM,GUTTER,A <DRIP RIM> is a <GUTTER> where the rim is located around the base plate or skid
DRIVE BELT,"ARTEFACT, ENERGY TRANSFERRER",A <DRIVE BELT> is an <ARTEFACT> and an <ENERGY TRANSFERRER> that is an endless belt transferring rotational energy from one pulley to another
DRIVE END BEARING,"ARTEFACT, BEARING","A <DRIVE END BEARING> is an <ARTEFACT> and a <BEARING> for a drive end of a driver, i.e. for support of the end of the shaft where torque is transferred"
DRIVE END RADIAL/THRUST BEARING,"DRIVE END BEARING, RADIAL/THRUST BEARING",A <DRIVE END RADIAL/THRUST BEARING> is a <DRIVE END BEARING> and a <RADIAL/THRUST BEARING> that is located at a drive end.
DRIVE SHAFT,"ARTEFACT, ENERGY TRANSFERRER",A <DRIVE SHAFT> is an <ARTEFACT> and an <ENERGY TRANSFERRER> that is a shaft used to transfer rotational power from a prime driver to several individual machines by use of drive belts and pulley wheels
DRIVEN END BEARING,"ARTEFACT, BEARING",A <DRIVEN END BEARING> is an<ARTEFACT> and a <BEARING> that can be installed at driven end
DRIVEN EQUIPMENT,EQUIPMENT ITEM,A <DRIVEN EQUIPMENT > is a <EQUIPMENT ITEM> that needs a supply of <MECHANICAL ENERGY>
DRIVER COLLAR,COLLAR,A <DRIVER COLLAR> is a <COLLAR> that is intended to mount and position the shaft sleeve underneath the seal onto the shaft.
DRIVER STOOL,"ARTEFACT, SUPPORT",A <DRIVER STOOL> is an <ARTEFACT> and a  <SUPPORT> intended to support a motor
DRIVER TO CENTRIFUGAL COMPRESSOR COUPLING,MECHANICAL POWER TRANSMISSION COUPLING,A <DRIVER TO CENTRIFUGAL COMPRESSOR COUPLING> is a <MECHANICAL POWER TRANSMISSION COUPLING> that is used to connect driver and centrifugal compressor
DRIVER TO GEAR COUPLING,MECHANICAL POWER TRANSMISSION COUPLING,A <DRIVER TO GEAR COUPLING> is a <MECHANICAL POWER TRANSMISSION COUPLING> that is a gear coupling that is used to connect driver and gear
DRIVE-TO-DRIVEN CONNECTION,ConnectionOfIndividual,A <DRIVE-TO-DRIVEN CONNECTION> is a <ConnectionOfIndividual> between a <DRIVING OBJECT> and a <DRIVEN OBJECT>
DROP-FORGED CRANKSHAFT,FORGED CRANKSHAFT,A <DROP-FORGED CRANKSHAFT> is a <FORGED CRANKSHAFT> that is produced/formed by letting heated metal be forced into a die.
DRUM BRAKE,MECHANICAL BRAKE,A <DRUM BRAKE> is a <MECHANICAL BRAKE> that operates by the friction of an external band or internal brake shoe pressing against the brake drum (rotating drum).
DRUM WHEEL,"ARTEFACT, PUMP",A <DRUM WHEEL> is an <ARTEFACT> and a <PUMP> used in agriculture and is usually referred to as a Water Wheel Pump it&amp;#226;&#226;‚&#172;&#226;„&#162;s a type of Spiral Pump. It uses a water wheel that turns a spiral coil that extracts water from a stream or pond and lifts it
DRY CYLINDER LINER,CYLINDER LINER,A <DRY CYLINDER LINER> is a <CYLINDER LINER> that is not in contact with the cooling water.
DRY DOCK,STRUCTURE(mechanical),A <DRY DOCK> is a <STRUCTURE(mechanical)> able to contain a ship and to be drained or lifted so as to leave the ship free of water with all parts of the hull accessible for maintenance and/or repair
DRY GAS SEAL,COMPRESSOR OR EXPANDER SEAL,A <DRY GAS SEAL> is a <COMPRESSOR OR EXPANDER SEAL> that is intended to seal a compressor or expander by means of dry gas. The gas is either filtered discharged process gas or a clean sealing gas.
DRY GAS SEAL LOCK NUT,LOCK NUT ASSEMBLY,A <DRY GAS SEAL LOCK NUT> is a <LOCK NUT ASSEMBLY> that fastens a dry gas seal cartridge to a shaft
DRY RUNNING SEAL,MECHANICAL SEAL,A <DRY RUNNING SEAL> is a <MECHANICAL SEAL> that is a main or back-up seal operating without liquid lubrication between its faces.
DUAL ACTIVE MAGNETIC THRUST BEARING,"MAGNETIC BEARING, THRUST BEARING",A <DUAL ACTIVE MAGNETIC THRUST BEARING> is a <THRUST BEARING> and a <MAGNETIC BEARING>  that consists of two opposing magnetic bearings to provide double acting response
DUAL FUEL COMBUSTION ENGINE,INTERNAL COMBUSTION ENGINE,"A <DUAL FUEL COMBUSTION ENGINE> is an <INTERNAL COMBUSTION ENGINE> that has a dual fuel system, i.e. it can e.g. run on either diesel or gas."
DUAL MECHANICAL SEAL,MECHANICAL SEAL,A <DUAL MECHANICAL SEAL> is a <MECHANICAL SEAL> with two sealing faces mounted back to back and with a clean buffer fluid kept circulated in between at a higher pressure than the pump suction pressure (stuffing box pressure). The buffer fluid secures a clean lubricating film between the sliding faces. Buffer fluid leakage across the seal faces has to be compensated.
DUAL MECHANICAL SEAL WITH PUMPING RING,DUAL MECHANICAL SEAL,A <DUAL MECHANICAL SEAL WITH PUMPING RING> is a <DUAL MECHANICAL SEAL> where a pumping ring is mounted between the two seals to boost the circulation of buffer fluid.
DUAL MECHANICAL SEAL WITHOUT PUMPING RING,DUAL MECHANICAL SEAL,A <DUAL MECHANICAL SEAL WITHOUT PUMPING RING> is a <DUAL MECHANICAL SEAL> without a internal pumping ring between the seals. The circulation of buffer fluid is taken care of by an external system.
DUPLEX HEAD DIAPHRAGM PUMP,CONTROLLED VOLUME DIAPHRAGM PUMP,"A <DUPLEX HEAD DIAPHRAGM PUMP> is a <CONTROLLED VOLUME DIAPHRAGM PUMP> that is sealless, using two mechanically or hydraulically actuated diaphragm pump heads. The drive system for the diaphragms is a common rugged triple throw crankshaft / cross head system"
DUPLEX PUMP,PISTON PUMP,A <DUPLEX PUMP> is a <PISTON PUMP> that has two liquid cylinders.The drive system for the pistons or plungers is a common rugged duplex throw crankshaft / crosshead system.
DYE PUMP,PUMP,A <DYE PUMP> is  a <PUMP> that is specifically designed for <PUMPING> <DYE>
DYNAMIC MIXER,"ARTEFACT, MIXER",A <DYNAMIC MIXER> is an <ARTEFACT> and a <MIXER> that is exteranally powered
DYNAMIC SEAL,"ARTEFACT, SEAL",A <DYNAMIC SEAL> is an <ARTEFACT> and a <SEAL> that is an O-ring sealing the rotating face of non bellows type mechanical seal to the shaft
ECCENTRIC FORCE TRANSMITTER,"ARTEFACT, TRANSMITTER(force)","An <ECCENTRIC FORCE TRANSMITTER> is an <ARTEFACT> and a <TRANSMITTER(force)> that causes a non-circumferential motion at the outside of a rotating component and either mounted on a wheel, shaft, etc. or part thereof"
ECCENTRIC HELICAL ROTOR PUMP,SCREW PUMP,An <ECCENTRIC HELICAL ROTOR PUMP> is a <SCREW PUMP> that contains one screw-rotor that together with an elastomer stator forms cavities that are transported axially from suction to discharge as the screw-rotor rotates.
EDDY-CURRENT ADJUSTABLE TORQUE COUPLING,MECHANICAL POWER TRANSMISSION COUPLING,An <EDDY-CURRENT ADJUSTABLE TORQUE COUPLING> is a <MECHANICAL POWER TRANSMISSION COUPLING> utilizating a magnetic field set up between the input and output member to obtain variable torque and speed between a constant speed driver and a driven equipment
EIGHT STAGE CENTRIFUGAL PUMP,MULTISTAGE CENTRIFUGAL PUMP,An <EIGHT STAGE CENTRIFUGAL PUMP> is a <MULTISTAGE CENTRIFUGAL PUMP> in which the head is developed by eight impellers operating in series (each taking its suction from the discharge of the preceding impeller)
ELASTOMERIC COMPRESSION COUPLING,ELASTOMERIC FLEXIBLE ELEMENT COUPLING,"An <ELASTOMERIC COMPRESSION COUPLING> is an <ELASTOMERIC FLEXIBLE ELEMENT COUPLING> in which elastomeric inserts, often in the form of bushes or wedges, or one single insert, are located between adjacent parts of the driving and driven halves of the coupling and are principally loaded in compressio."
ELASTOMERIC FLEXIBLE ELEMENT COUPLING,FLEXIBLE COUPLING,An <ELASTOMERIC FLEXIBLE ELEMENT COUPLING> is a <FLEXIBLE COUPLING> in which the torque is transmitted through one or several elastomeric elements.
ELASTOMERIC SHEAR COUPLING,ELASTOMERIC FLEXIBLE ELEMENT COUPLING,"An <ELASTOMERIC SHEAR COUPLING> is an <ELASTOMERIC FLEXIBLE ELEMENT COUPLING> in which the torque is transmitted through an elastomeric element which is principally loaded in shear. The element may be in form of a tyre, a bellow (with one ore more convolutions) or a diaphragm."
ELBOW PUMP,"ARTEFACT, PUMP",An <ELBOW PUMP> is an <ARTEFACT> and a <PUMP> built inside an elbow
ELECTRIC BRAKE,"ARTEFACT, BRAKE",An <ELECTRIC BRAKE> is an <ARTEFACT> and a <BRAKE> in which electric energy is generated
ELECTRIC FAN,"ARTEFACT, FAN",An <ELECTRIC FAN> is an <ARTEFACT> and a <FAN> powered by an <ELECTRIC MOTOR>
ELECTRICAL ROTATING MACHINE FRAME,MACHINE COMPONENT,"An <ELECTRICAL ROTATING MACHINE FRAME> is a <MACHINE COMPONENT> that is the main static part supporting the stator, rotor and auxilary parts of an electrical rotating machine"
ELECTRO-ERODED IMPELLER,"ARTEFACT, IMPELLER",An <ELECTRO-ERODED IMPELLER> is an <ARTEFACT> and an <IMPELLER> that constructed and fabricated according the electro eroded methodology
ELECTROMAGNETIC BRAKE,"ARTEFACT, BRAKE",An <ELECTROMAGNETIC BRAKE> is an <ARTEFACT> and a <BRAKE> using electro-magnets to produce a braking force
ELECTROMAGNETIC PUMP,"ARTEFACT, PUMP",An <ELECTROMAGNETIC PUMP> is an <ARTEFACT> and a <PUMP> intended to transport a conductive liquid. It uses magnetic force which is a result of induced current created by a solenoid
ENCLOSED LINE SHAFT,LINE SHAFT,An <ENCLOSED LINE SHAFT> is a <LINE SHAFT> that is intended to run inside a tube (inside the column pipe) isolated from the pumped liquid.
ENCLOSED LINE SHAFT CENTRIFUGAL PUMP,LINE SHAFT CENTRIFUGAL PUMP,An <ENCLOSED LINE SHAFT CENTRIFUGAL PUMP> is a  <LINE SHAFT CENTRIFUGAL PUMP> provided with an enclosed line-shaft in order to protect the shaft from the pumped medium
ENGINE,"MACHINE, MOTOR",An <ENGINE> is a <MOTOR> and a <MACHINE> that converts energy into mechanical force and motion
ENGINE ASPIRATOR,ENGINE COMPONENT,An <ENGINE ASPIRATOR> is an <ENGINE COMPONENT> that is an apparatus for drawing a stream of air or gas through a tube.
ENGINE BLOCK,ENGINE COMPONENT,"An <ENGINE BLOCK> is an <ENGINE COMPONENT> that is the main cast of an engine, forming the shell around it and holding the parts together."
ENGINE COMPONENT,COMPONENT,An <ENGINE COMPONENT> is a <COMPONENT> that is a part of an <ENGINE>
ENGINE CYLINDER,MECHANICAL CYLINDER,An <ENGINE CYLINDER> is a <MECHANICAL CYLINDER> of an <ENGINE>
EPICYCLIC GEAR,GEAR,"An <EPICYCLIC GEAR> is a <GEAR> that consists of two gears mounted so that the centre of one gear revolves around the centre of the other. A carrier connects the centres of the two gears and rotates to carry one gear, called the planet gear or planet pinion, around the other, called the sun gear or sun wheel"
