uniqueName,superclasses,subclasses,description
general notification,general document,,a document containing an announcement to a limited number of parties about something that has happened or will happen
general order,general document,,"an instructtion given by someone, verbally or in the form of a legal document, that says what someone must or must not do"
general questionnaire,"general document, QUESTIONNAIRE",pre-qualification questionnaire,"a document with the purpose of obtaining information for a survey or statistical study, and containing a set of questions with a choice of answers"
general standard,"general document, STANDARD",,"a document that is a reference information object with the purpose of prescribing rules, guidelines or characteristics of activities or their results"
DOCUMENTER,,DATA DOCUMENTER,A <DOCUMENTER> is a <FunctionalObject> that has the capability of <DOCUMENTING>
DATA DOCUMENTER,DOCUMENTER,,A <DATA DOCUMENTER> is a <Person> and a <DOCUMENTER> who is the responsible for entering the data into the current data documentation format
DREDGER,,BAILER,A <DREDGER> is a <FunctionalObject> that is capable of <DREDGING>
BAILER,DREDGER,,A <BAILER> is an <ARTEFACT> and a <DREDGER> that is a bucket-like piece of equipment used in cable-tool drilling to remove mud and rock cuttings from the borehole
DRILLER,,DRILLING MACHINE,A <DRILLER> is a <FunctionalObject> that is capable of <DRILLING> into something
DRILLING MACHINE,DRILLER,"HAND-HELD DRILLING MACHINE, BENCH MOUNTED DRILLING MACHINE, PEDESTAL MOUNTED DRILLING MACHINE, drilling machine",A <DRILLING MACHINE> is a <MACHINE> and a <DRILLER> that is intended to operate and supply power to an artefact (instrument) with an edged or pointed end for making holes in hard substances by revolving or by a succession of blows
drilling machine,"DRILLING MACHINE, tool",,An artefact which is intended to operate and supply power to an artefact (instrument) with an edged or pointed end for making holes in hard substances by revolving or by a succession of blows
HAND-HELD DRILLING MACHINE,DRILLING MACHINE,,A <HAND-HELD DRILLING MACHINE> is a <DRILLING MACHINE> that is intended to be held in the hand during operation
PEDESTAL MOUNTED DRILLING MACHINE,DRILLING MACHINE,,A <PEDESTAL MOUNTED DRILLING MACHINE> is a <DRILLING MACHINE> that is mounted on a pedestal
BENCH MOUNTED DRILLING MACHINE,DRILLING MACHINE,,A <BENCH MOUNTED DRILLING MACHINE> is a <DRILLING MACHINE> that is mounted on a bench
DRYER,,"DRYING CHAMBER, CONVECTION DRYER, FLASH DRYER, WELDING ROD DRYING OVEN, drier, TUMBLE DRYER, FLUID BED DRYER, HEATED SURFACE DRYER",A <DRYER> is a <FunctionalObject> that has a capability of <DRYING>
CONVECTION DRYER,DRYER,,A <CONVECTION DRYER> is an <ARTEFACT> and a <DRYER> that dries a material by bringing it in contact with a drying gas
DRYING CHAMBER,"CHAMBER, DRYER",,A <DRYING CHAMBER> is a <CHAMBER> and a <DRYER> that is used whenever a particularly low level of humidity is required
FLASH DRYER,DRYER,,A <FLASH DRYER> is an <ARTEFACT> and a <DRYER> that dries a material by reducing the pressure of the surrounding gas
FLUID BED DRYER,DRYER,,A <FLUID BED DRYER> is an <ARTEFACT> and a <DRYER> that uses a fluidised bed
HEATED SURFACE DRYER,DRYER,,A <HEATED SURFACE DRYER> is an <ARTEFACT> and a <DRYER> that dries a material by radiation and/or conduction caused by a heated surface
TUMBLE DRYER,DRYER,,A <TUMBLE DRYER> is an <ARTEFACT> and a <DRYER> consisting of a rotating drum called a tumbler through which heated air is circulated to evaporate the moisture from the load
WELDING ROD DRYING OVEN,"OVEN, DRYER",,A <WELDING ROD DRYING OVEN> is an <ARTEFACT> and an <OVEN> and a <DRYER> that is intended for drying welding rods (electrodes)
drier,DRYER,,A drier is a physical object that is intended to remove absorbed or adsorbed liquid or water vapour below saturation state
EDITOR,,,An <EDITOR> is a <FunctionalObject> that is capable of <EDITING>
ELBOW,,"PIPE ELBOW, CABLE TRUNK RISER, CABLE LADDER RISER, CABLE TRAY RISER",An <ELBOW> is a <FunctionalObject> that has the capability of <CHANGING DIRECTION> of something with a 90 degrees change
CABLE LADDER RISER,"CABLE LADDER SECTION, ELBOW","CABLE LADDER OUTSIDE RISER, CABLE LADDER INSIDE RISER",A <CABLE LADDER RISER> is a <CABLE LADDER SECTION> and an <ELBOW> that changes the direction of cables between horizontal and vertical
CABLE LADDER INSIDE RISER,CABLE LADDER RISER,,A <CABLE LADDER INSIDE RISER> is a <CABLE LADDER RISER> that changes the elevation of cables running inside the bend.
CABLE LADDER OUTSIDE RISER,CABLE LADDER RISER,,A <CABLE LADDER OUTSIDE RISER> is a <CABLE LADDER RISER> that changes the elevation of cables running outside the bend.
CABLE TRAY RISER,"CABLE TRAY SECTION, ELBOW","CABLE TRAY OUTSIDE RISER, CABLE TRAY INSIDE RISER",A <CABLE TRAY RISER> is a <CABLE TRAY SECTION> and an <ELBOW> that changes the direction of a cable tray between horizontal and vertical
CABLE TRAY INSIDE RISER,CABLE TRAY RISER,,A <CABLE TRAY INSIDE RISER> is a <CABLE TRAY RISER> intended to change the elevation of cables running inside the bend.
CABLE TRAY OUTSIDE RISER,CABLE TRAY RISER,,A <CABLE TRAY OUTSIDE RISER> is a <CABLE TRAY RISER> intended to change the elevation of cables running outside the bend.
CABLE TRUNK RISER,"CABLE TRUNK SECTION, ELBOW","CABLE TRUNK RISER OUTSIDE, CABLE TRUNK RISER INSIDE",A <CABLE TRUNK RISER> is a <CABLE TRUNK SECTION> and an <ELBOW> and that changes the direction of a cable trunk section between horizontal and vertical
CABLE TRUNK RISER INSIDE,CABLE TRUNK RISER,,A <CABLE TRUNK RISER INSIDE> is a <CABLE TRUNK RISER> that changes the elevation of cables running inside the bend
CABLE TRUNK RISER OUTSIDE,CABLE TRUNK RISER,,A <CABLE TRUNK RISER OUTSIDE> is a <CABLE TRUNK RISER> that changes the elevation of cables running outside the bend
PIPE ELBOW,ELBOW,"PIPE ELBOW SIDE OUTLET, PIPE ELBOW FLANGED, DISCHARGE ELBOW, PIPE ELBOW THREADED, PIPE ELBOW 45 DEGREE, PIPE ELBOW UNION, PIPE ELBOW 60 DEGREE, PIPE ELBOW SHORT RADIUS, PIPE ELBOW LONG TANGENT, PIPE ELBOW DOUBLE BRANCH, PIPE ELBOW SOCKET WELDING, REFLUX ELBOW, PIPE ELBOW BUTT WELDING, PIPE ELBOW 30 DEGREE, PIPE ELBOW LONG RADIUS, PIPE ELBOW 90 DEGREE, PIPE ELBOW REDUCING, PIPE ELBOW BASE TYPE",A <PIPE ELBOW> is a <PIPING COMPONENT> and an <ELBOW> that is intended to make a change in the direction of a pipe run between 0 and 135 degrees
PIPE ELBOW SHORT RADIUS,PIPE ELBOW,,"A <PIPE ELBOW SHORT RADIUS> is a <PIPE ELBOW> where the centerline radius is 1.0 times the nominal size, except for small sizes (NPS<1inch) which have larger radius"
PIPE ELBOW LONG RADIUS,PIPE ELBOW,,A <PIPE ELBOW LONG RADIUS> is a <PIPE ELBOW> that has a long radius
DISCHARGE ELBOW,PIPE ELBOW,,A <DISCHARGE ELBOW> is a <PIPE ELBOW> that is intended to guide a discharge flow. It is mounted on top of a mounting plate as extension of a discharge column.
PIPE ELBOW REDUCING,PIPE ELBOW,,A <PIPE ELBOW REDUCING> is a <PIPE ELBOW> that has different nominal size at the ends
REFLUX ELBOW,PIPE ELBOW,,A <REFLUX ELBOW> is a <PIPE ELBOW> installed to transport a reflux fluid on a reflux tray
PIPE ELBOW BUTT WELDING,PIPE ELBOW,,A <PIPE ELBOW BUTT WELDING> is a <PIPE ELBOW> and a <BUTT WELDING END ARTEFACT>
PIPE ELBOW LONG TANGENT,PIPE ELBOW,,A <PIPE ELBOW LONG TANGENT> is a <PIPE ELBOW> that has a straight extension at one end
PIPE ELBOW SIDE OUTLET,PIPE ELBOW,,A <PIPE ELBOW SIDE OUTLET> is a <PIPE ELBOW> that has three outlets located along three perpendicular axes where the centerpoint of the elbow is at the origin of the axes
PIPE ELBOW DOUBLE BRANCH,PIPE ELBOW,,"A <PIPE ELBOW DOUBLE BRANCH> is a <PIPE ELBOW> that has the three outlets in a plane, two in oposite directions and the third at 90 degrees"
PIPE ELBOW UNION,PIPE ELBOW,,A <PIPE ELBOW UNION> is a <PIPE ELBOW> that has union ends
PIPE ELBOW SOCKET WELDING,PIPE ELBOW,,A <PIPE ELBOW SOCKET WELDING> is a <PIPE ELBOW> that has socket welding ends
PIPE ELBOW THREADED,PIPE ELBOW,,A <PIPE ELBOW THREADED> is a <PIPE ELBOW> that has threaded pipe ends
PIPE ELBOW FLANGED,PIPE ELBOW,,A <PIPE ELBOW FLANGED> is a <PIPE ELBOW> that has flanged ends
PIPE ELBOW BASE TYPE,PIPE ELBOW,,A <PIPE ELBOW BASE TYPE> is a <PIPE ELBOW> that has an integral base plate
PIPE ELBOW 45 DEGREE,PIPE ELBOW,,A <PIPE ELBOW 45 DEGREE> is a <PIPE ELBOW> that is making a nominal 45-degree change in direction.
PIPE ELBOW 90 DEGREE,PIPE ELBOW,,A <PIPE ELBOW 90 DEGREE> is a <PIPE ELBOW> that is making a nominal 90-degree change in direction.
PIPE ELBOW 30 DEGREE,PIPE ELBOW,,A <PIPE ELBOW 30 DEGREE> is a <PIPE ELBOW> that is making a nominal 30 degree change in direction.
PIPE ELBOW 60 DEGREE,PIPE ELBOW,,A <PIPE ELBOW 60 DEGREE> is a <PIPE ELBOW> that is making a nominal 60-degree change in direction.
ELECTRICAL DEVICE,,"ELECTRICAL ELEMENT, ELECTRICAL REACTOR, ANTI STATIC ARTEFACT, ALTERNATING CURRENT DEVICE, THERMAL RATED ELECTRICAL ARTEFACT, CATHODE, ELECTRICAL APPARATUS, ANODE, OSCILLATOR, DIRECT CURRENT DEVICE",An <ELECTRICAL DEVICE> is a <FunctionalObject> that has the capability of <PARTICIPATING> in the workings of an <ELECTRICAL SYSTEM>
ALTERNATING CURRENT DEVICE,ELECTRICAL DEVICE,,An <ALTERNATING CURRENT DEVICE> is an <ELECTRICAL DEVICE> that has the capability of <OPERATING> in an alternating current circuit
ANODE,ELECTRICAL DEVICE,"SACRIFICIAL ANODE, IMPRESSED CURRENT ANODE, anode","An <ANODE> is an <ELECTRICAL DEVICE> that has a capability of <EMITTING> positive charge carriers to, and/or <RECEIVING> negative charge carriers from, the medium of lower conductivity"
anode,ANODE,,A physical object that is capable of emitting positive charge carriers to and/or receiving negative charge carriers from the medium of lower conductivity
IMPRESSED CURRENT ANODE,ANODE,,An <IMPRESSED CURRENT ANODE> is an <ARTEFACT> and an <ANODE> that is capable <PROTECTING> carbon and low-alloy steel equipment or structures against corrosion with impressed current
SACRIFICIAL ANODE,ANODE,,A <SACRIFICIAL ANODE> is an <ARTEFACT> and an <ANODE>  made of highly active metals that are used to prevent a less active material surface from corroding; they are created from a metal alloy with a more negative electrochemical potential than the other metal it will be used to protect
ANTI STATIC ARTEFACT,ELECTRICAL DEVICE,,An <ANTI STATIC ARTEFACT> is an <ARTEFACT> and an <ELECTRICAL DEVICE> intended to provide electric continuity to prevent ignition of flammable fluids
CATHODE,ELECTRICAL DEVICE,,A <CATHODE> is an <ELECTRICAL DEVICE> that is capable of <EMITTING> negative charge carriers and/or receiving positive charge carriers from the medium of lower conductivity
DIRECT CURRENT DEVICE,ELECTRICAL DEVICE,,A <DIRECT CURRENT DEVICE> is an <ELECTRICAL DEVICE> that has the capability of <OPERATING> in an direct current circuit
ELECTRICAL APPARATUS,ELECTRICAL DEVICE,"INGRESS PROTECTED ELECTRICAL APPARATUS, ELECTRIC VARIABLE MEASURING INSTRUMENT, HAND-HELD ELECTRIC DRILL, MOTOR OPERATED VALVE, ELECTRIC VARIABLE DETECTOR, EARTH FAULT RELAY, GAS EVOLVING SWITCH, TRIP-FREE MECHANICAL SWITCHING DEVICE, FUSE-COMBINATION UNIT, LEVEL MEASURING ELEMENT - ELECTRIC PROPERTY, EXPLOSION-PROTECTED ELECTRICAL APPARATUS, ELECTRICAL TRANSMITTER, ELECTRICAL RELAY, ELECTRIC ACTUATOR, START RELAY, CIRCUIT BREAKER, DISCONNECTOR, INTRINSICALLY SAFE ELECTRICAL APPARATUS, ELECTRONIC MODULE, ELECTRICAL DRAWWORKS, CURRENT SIGNAL LOOP ELEMENT, VOLTAGE RELAY, FREQUENCY RATED APPARATUS, FIXED TRIP MECHANICAL SWITCHING DEVICE, ELECTRIC POWER SUPPLY UNIT, ELECTRICAL APPARATUS PROTECTED FROM TRANSIENTS, ELECTRICAL VARIABLE TRANSMITTER, ASSOCIATED ELECTRICAL APPARATUS IEV 426-11-03, ELECTRICAL STEPPING ACTUATOR, CONTACTOR, ELECTRIC TIMER, AUXILIARY RELAY, IEC 38, VOLTAGE RATED APPARATUS","An <ELECTRICAL APPARATUS> is an <ARTEFACT> and an <ELECTRICAL DEVICE>, applied as a whole or in part for the utilization of electrical energy"
